SERVICEAUFTRAG;POSITION;ARTIKEL;NAME;MENGE
2006437;4;K03889;"Heizspirale; 18x125  MM";1
2006437;5;KK060;Arbeitseinheit Reparatur (= 30Min);4
2006438;1;K00792;"Extruderschweißgerät Typ U7R; 230 Volt";1
2006438;2;KKJUNK;Gerät wird intern verschrottet.;1
2006439;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006439;2;KK001;Kleinteile;1
2006439;3;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2006439;4;K07286;"Halter-Motorlüfter; MM, 30mm";2
2006439;5;K07311;"Lüftereinheit Antrieb MM; vormontiert";1
2006439;6;K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";1
2006439;7;K05202;"Regler MM;  Reparatur";1
2006439;8;K04259;"Frontfolie Display; für Regler  MM";1
2006439;9;K03889;"Heizspirale; 18x125  MM";1
2006439;10;KK060;Arbeitseinheit Reparatur (= 30Min);5
2006440;1;K03969C;Munsch Mini Xtruder 230 V, mN;1
2006440;2;KK001;"Sundry supplies;";1
2006440;3;KK060;Unit of work (= 0.5h);16
2006440;4;KK23;Modification Extruderbody - screw double bearing;1
2006441;1;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006441;2;KK060;Arbeitseinheit Reparatur (= 30Min);5
2006441;3;KK001;Kleinteile;1
2006441;4;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2006441;5;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2006441;6;K04259;"Frontfolie Display; für Regler  MM";1
2006441;7;K04318;"Komplett Heizung; 230 V / 2100 W";1
2006441;8;K05202;"Regler MM;  Reparatur";1
2006441;9;K05538;"Schneidkopf 18-9; MM";1
2006441;10;K05539;"Einzugshülse V; MM";1
2006441;11;K02669;"Axialrillenkugellager; 51203";1
2006441;12;K04110;"Geräteschalter MINI; ohne Drehzahlregelung";1
2006441;13;K04258;"Frontfolie; Tasten für Regler MM";1
2006441;14;KK200;Verpackungskosten;1
2006442;1;K05207A;"Extruderschweißgerät; MAK-32-S, 230 V, mN";1
2006442;2;KK060;Arbeitseinheit Reparatur (= 30Min);2
2006442;3;KK001;Kleinteile;1
2006442;4;K04444;"Regler; Typ H, A-S-18.01, 230V";1
2006442;5;K04232;"Elektronikeinheit; 230V, MEG-23";1
2006442;6;K03276;"Spiralverschraubung; BS-M 20x1,5";1
2006442;7;K03831;"Rillenkugellager; 6000 BRS";1
2006442;8;K03832;"Rillenkugellager; 608 BRS";2
2006442;9;K03839;"Sicherungsring; A14";1
2006442;10;K03636;"O-Ring; 62 x 2";1
2006442;11;K03852;"Rillenkugellager; 6000-2BRS C3";1
2006442;12;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2006442;13;K03588;"Sicherungsring; SW 10";1
2006442;14;K06972;"Rillenkugellager + Lagerhülse; montiert";1
2006442;15;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2006442;16;K04172;"Öl; 80ml";1
2006442;17;K04886A;"Kohlebürste UX1; 2412";2
2006442;18;K03635;"Wellendichtring; 25x42x7 - BA";1
2006442;19;KK060;Arbeitseinheit Reparatur (= 30Min);3
2006442;20;KK200;Verpackungskosten;1
2006443;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006443;2;KK001;Kleinteile;1
2006443;3;K04110;"Geräteschalter MINI; ohne Drehzahlregelung";1
2006443;4;K07311;"Lüftereinheit Antrieb MM; vormontiert";1
2006443;5;KK060;Arbeitseinheit Reparatur (= 30Min);3
2006444;1;K04680;"Extruderschweißgerät; MAK-25, 230 V, mN";1
2006444;2;KK001;Kleinteile;1
2006444;3;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2006444;4;K02669;"Axialrillenkugellager; 51203";1
2006444;5;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2006444;6;K02965;"Dichtring; MA/E-25 u. 25-S";1
2006444;7;K03113;"Führungsstange; MA/E-25 u. 25-S";1
2006444;8;K07276;"Halterung; MAK 18/25, K-RHP, MEG-oben";1
2006444;9;K04429;"Distanzhülse; 18 bei Berührschutz";1
2006444;10;K04172;"Öl; 80ml";1
2006444;11;KK060;Arbeitseinheit Reparatur (= 30Min);5
2006445;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2006445;2;KK060;Arbeitseinheit Reparatur (= 30Min);2
2006445;3;KK001;Kleinteile;1
2006445;4;K03355;"Lüfter; 80 x 80 x 25";1
2006445;5;K03603;"Abstandsclip; für Leiterplatten";3
2006445;6;KK200;Verpackungskosten;1
2006436;5;K05853;"Adapterplate; Pb 14";1
2006436;6;K05863;"Kabel vorkonfektioniert; 1² - 280mm, schwarz";1
2006436;7;K05864;"Kabel vorkonfektioniert; 1² - 280mm, braun";1
2006436;8;K05865;"Kabel vorkonfektioniert; 1² - 280mm, blau";1
2006436;9;KK060;Arbeitseinheit Reparatur (= 30Min);2
2006446;1;K04905;"Portable Extruder Welding Gun; MAK-32-B, 230 V, mN";1
2006446;2;KK001;"Sundry supplies;";1
2006446;3;K04234;Heating element, 2300W, 230V, MEG-23;1
2006446;4;K03701;Axial ball bearing 51305;1
2006446;5;K03702;Ball bearing 6005 2RS C3 FT150;1
2006446;6;K03068;Pressure lever 2/1-1/R MA/E-40 u. 60;1
2006446;7;K03831;Grooved ball bearing 6000 BRS;1
2006446;8;K03832;Ball bearing 900737;2
2006446;9;K03839;Circlip 900211;1
2006446;10;K03636;O-Ring, 62 x 2;1
2006446;11;K03852;Ball bearing 901015;1
2006446;12;K03638;"Joint ring; 10x19x7 Viton, Form A";1
2006446;13;K03588;"Circlip; SW 10";1
2006446;14;K06972;"Ball bearing UX1; 901144; including protective cap";1
2006446;15;K03640;Seal ring 4,5x7x1;3
2006446;16;K04172;"Oil; 80ml";1
2006446;17;K04886A;"Carbon brush; UX1 115V, 230V";2
2006446;18;K03635;Joint ring  25x42x7 - BA;1
2006446;19;K05131;Armature UX1 230V;1
2006446;20;K05544;Grooved ball bearing 6005 2RS;1
2006446;21;K05148;Clutch wheel 401357;1
2006446;22;KK060;Unit of work (= 0.5h);6
2006441;15;KK060;Arbeitseinheit Reparatur (= 30Min);1
2006436;10;K04739;"Lüsterklemme; 4,0-6,0²";1
2006447;1;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006448;1;K06582A;"Extruderschweißgerät; KR 18 DIGITAL";1
2006448;2;K05924;"Reparatur, Regler; für Gebläse u. Heizung, Typ K";1
2006448;3;KK001;Kleinteile;1
2006448;4;K03990;"Anschlussplatine; Typ K";1
2006448;5;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2006448;6;K04232;"Elektronikeinheit; 230V, MEG-23";1
2006448;7;K02965;"Dichtring; MA/E-25 u. 25-S";1
2006448;8;K02669;"Axialrillenkugellager; 51203";1
2006448;9;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2006448;10;K02689;"Kabel vorkonfektioniert; 230V 3x2,5mm² 7m lg.";1
2006448;11;K07276;"Halterung; MAK 18/25, K-RHP, MEG-oben";1
2006448;12;K05148;"Vorlegerad;UX1";1
2006448;13;K05131;Anker UX1 230V;1
2006448;14;KK060;Arbeitseinheit Reparatur (= 30Min);6
2006448;15;K03831;"Rillenkugellager; 6000 BRS";1
2006448;16;K03832;"Rillenkugellager; 608 BRS";2
2006448;17;K03839;"Sicherungsring; A14";1
2006448;18;K03636;"O-Ring; 62 x 2";1
2006448;19;K03852;"Rillenkugellager; 6000-2BRS C3";1
2006448;20;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2006448;21;K03588;"Sicherungsring; SW 10";1
2006448;22;K06972;"Rillenkugellager + Lagerhülse; montiert";1
2006448;23;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2006448;24;K04172;"Öl; 80ml";1
2006448;25;K04886A;"Kohlebürste UX1; 2412";2
2006448;26;K03635;"Wellendichtring; 25x42x7 - BA";1
2006448;27;KK200;Verpackungskosten;1
2006449;1;K05207;"Extruderschweißgerät; MAK-32-S, 230 V, mN";1
2006449;2;KK001;Kleinteile;1
2006449;3;K04232;"Elektronikeinheit; 230V, MEG-23";1
2006449;4;K05131;Anker UX1 230V;1
2006449;5;K05164;"Verbindungskabel kompl.;";2
2006449;6;K05156;"Bürstenhalter;   UX1";2
2006449;7;K03831;"Rillenkugellager; 6000 BRS";1
2006449;8;K03832;"Rillenkugellager; 608 BRS";2
2006449;9;K03839;"Sicherungsring; A14";1
2006449;10;K03636;"O-Ring; 62 x 2";1
2006449;11;K03852;"Rillenkugellager; 6000-2BRS C3";1
2006449;12;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2006449;13;K03588;"Sicherungsring; SW 10";1
2006449;14;K06972;"Rillenkugellager + Lagerhülse; montiert";1
2006449;15;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2006449;16;K04172;"Öl; 80ml";1
2006449;17;K04886A;"Kohlebürste UX1; 2412";2
2006449;18;K03635;"Wellendichtring; 25x42x7 - BA";1
2006449;19;K03769;"Motorgehäuse 301500_UX1; Antrieb DB, UX1";1
2006449;20;KK060;Arbeitseinheit Reparatur (= 30Min);7
2006449;21;K04444;"Regler; Typ H, A-S-18.01, 230V";1
2006450;1;K04672A;"Extruderschweißgerät; MAK-18-S, 230 V, mN, dGr";1
2006450;2;KK060;Arbeitseinheit Reparatur (= 30Min);2
2006450;3;KK001;Kleinteile;1
2006450;4;K04232;"Elektronikeinheit; 230V, MEG-23";1
2006450;5;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2006450;6;KK200;Verpackungskosten;1
2006451;1;K04672;"Extruderschweißgerät; MAK-18-S, 230 V, mN";1
2006451;2;KK060;Arbeitseinheit Reparatur (= 30Min);6
2006451;3;KK001;Kleinteile;1
2006451;4;K04444;"Regler; Typ H, A-S-18.01, 230V";1
2006451;5;K04232;"Elektronikeinheit; 230V, MEG-23";1
2006451;6;K03067;"Druckhebel 1/1-1/R; MA/E-25 u. 25-S";1
2006451;7;K02965;"Dichtring; MA/E-25 u. 25-S";1
2006451;8;K02669;"Axialrillenkugellager; 51203";1
2006451;9;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2006451;10;K04416;"Griffschale - links; Antrieb UX1";1
2006451;11;K04417;"Griffschale - rechts; Antrieb UX1";1
2006451;12;K05574;"Flansch;";1
2006451;13;K05544;"Rillenkugellager; 6005 2RS";1
2006451;14;K05131;Anker UX1 230V;1
2006451;15;K03831;"Rillenkugellager; 6000 BRS";1
2006451;16;K03832;"Rillenkugellager; 608 BRS";2
2006451;17;K03839;"Sicherungsring; A14";1
2006451;18;K03636;"O-Ring; 62 x 2";1
2006451;19;K03852;"Rillenkugellager; 6000-2BRS C3";1
2006451;20;K03638;"Wellendichtring; 10x19x7 Viton, Form A";1
2006451;21;K03588;"Sicherungsring; SW 10";1
2006451;22;K06972;"Rillenkugellager + Lagerhülse; montiert";1
2006451;23;K03640;"Dichtring; 4,5 x 7 x 1  U-Seal Standard";3
2006451;24;K04172;"Öl; 80ml";1
2006451;25;K04886A;"Kohlebürste UX1; 2412";2
2006451;26;K03635;"Wellendichtring; 25x42x7 - BA";1
2006451;27;KK200;Verpackungskosten;1
2006452;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006452;2;KKRET;Sie erhalten Ihr Gerät unrepariert zurück.;1
2006453;1;K03969B;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006453;2;KK001;Kleinteile;1
2006453;3;K02669;"Axialrillenkugellager; 51203";1
2006453;4;K05539;"Einzugshülse V; MM";1
2006453;5;K07286;"Halter-Motorlüfter; MM, 30mm";2
2006453;6;K07287;"Runddichtring; 55  x 3";1
2006453;7;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2006453;8;K05202;"Regler MM;  Reparatur";1
2006453;9;KK060;Arbeitseinheit Reparatur (= 30Min);1
2006453;10;KK060;Arbeitseinheit Reparatur (= 30Min);4
2006454;1;K04676;"Extruderschweißgerät; MAK-18, 230 V, mN";1
2006454;2;KK001;Kleinteile;1
2006454;3;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2006454;4;KK060;Arbeitseinheit Reparatur (= 30Min);1
2006455;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006455;2;KK060;Arbeitseinheit Reparatur (= 30Min);6
2006455;3;KK001;Kleinteile;1
2006455;4;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2006455;5;K07286;"Halter-Motorlüfter; MM, 30mm";2
2006455;6;K07287;"Runddichtring; 55  x 3";1
2006455;7;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2006455;8;K04259;"Frontfolie Display; für Regler  MM";1
2006455;9;K07311;"Lüftereinheit Antrieb MM; vormontiert";1
2006455;10;K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";1
2006455;11;K04318;"Komplett Heizung; 230 V / 2100 W";1
2006455;12;KK23;"Umbausatz; MM, Doppelte Lagerung 3mm";1
2006455;13;KK200;Verpackungskosten;1
2006456;1;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006456;2;KK001;Kleinteile;1
2006456;3;KK200;Verpackungskosten;1
2006456;4;K03882B;"Schmelzkammer; MM";1
2006456;5;K06725;"Extruderschnecke; MM D+0,2";1
2006456;6;K02669;"Axialrillenkugellager; 51203";1
2006456;7;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2006456;8;K05999;"Sicherungsring; A   17 x 1";1
2006456;9;KK060;Arbeitseinheit Reparatur (= 30Min);12
2006447;2;KKJUNK;Gerät wird intern verschrottet.;1
2006457;1;K02782B;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2006457;2;KK001;Kleinteile;1
2006457;3;KK060;Arbeitseinheit Reparatur (= 30Min);1
2006458;1;K04676;"Portable Extruder Welding Gun; MAK-18, 230 V, mN";1
2006458;2;KK001;"Sundry supplies;";1
2006458;3;K04785;Rod Guide;1
2006458;4;K04232;"Electronic unit, MEG-23; 230V";1
2006458;5;K03067;Pressure lever 1/1-1/R MA/E-25 u. 25-S;1
2006458;6;K02669;Axial ball bearing 51203;1
2006458;7;K04361;"Ball bearing; 6003 2RS C3 FT150";1
2006458;8;K07276;"Holder MEG-23; 18+25";1
2006458;9;K03831;Grooved ball bearing 6000 BRS;1
2006458;10;K03832;Ball bearing 900737;2
2006458;11;K03839;Circlip 900211;1
2006458;12;K03636;O-Ring, 62 x 2;1
2006458;13;K03852;Ball bearing 901015;1
2006458;14;K03638;"Joint ring; 10x19x7 Viton, Form A";1
2006458;15;K03588;"Circlip; SW 10";1
2006458;16;K06972;"Ball bearing UX1; 901144; including protective cap";1
2006458;17;K03640;Seal ring 4,5x7x1;3
2006458;18;K04172;"Oil; 80ml";1
2006458;19;K04886A;"Carbon brush; UX1 115V, 230V";2
2006458;20;K03635;Joint ring  25x42x7 - BA;1
2006458;21;K05131;Armature UX1 230V;1
2006458;22;KK060;Unit of work (= 0.5h);7
2006459;1;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006459;2;KK001;Kleinteile;1
2006459;3;K07311;"Lüftereinheit Antrieb MM; vormontiert";1
2006459;4;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2006459;5;K07287;"Runddichtring; 55  x 3";1
2006459;6;K07286;"Halter-Motorlüfter; MM, 30mm";1
2006459;7;K04259;"Frontfolie Display; für Regler  MM";1
2006459;8;K04258;"Frontfolie; Tasten für Regler MM";1
2006459;9;K03906;"Berührschutz, Vorwärmung; Spritzgussteil   MM";1
2006459;10;K04318;"Komplett Heizung; 230 V / 2100 W";1
2006459;11;K05538;"Schneidkopf 18-9; MM";1
2006459;12;K05539;"Einzugshülse V; MM";1
2006459;13;K03960;"Nilos-Ring; 6003 Z AV                   MM";1
2006459;14;K02669;"Axialrillenkugellager; 51203";1
2006459;15;KK060;Arbeitseinheit Reparatur (= 30Min);5
2006459;16;K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";1
2006460;1;K02782B;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2006460;2;K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";1
2006460;3;KK001;Kleinteile;1
2006460;4;K03613;Abdeckung LED;3
2006460;5;K03355;"Lüfter; 80 x 80 x 25";1
2006460;6;KK060;Arbeitseinheit Reparatur (= 30Min);2
2006460;7;KK200;Verpackungskosten;1
2006461;1;K04867;"Extruderschweißgerät; MAK-40-D, 230 V, mN";1
2006461;2;KK001;Kleinteile;1
2006461;3;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2006461;4;K03068;"Druckhebel 2/1-1/R; MA/E-40 u. 60";1
2006461;5;K03701;"Axialrillenkugellager; 51305";1
2006461;6;K04172;"Öl; 80ml";1
2006461;7;K03702;"Rillenkugellager; 6005 2RS C3 FT150";1
2006461;8;K02551;"Rohrheizpatrone; 30x40x170, 230V, 650W";1
2006461;9;KK060;Arbeitseinheit Reparatur (= 30Min);6
2006462;1;K04672;"Portable Extruder Welding Gun; MAK-18-S, 230 V, mN";1
2006462;2;KK060;Unit of work (= 0.5h);5
2006462;3;KK001;"Sundry supplies;";1
2006462;4;K04785;Rod Guide;1
2006462;5;K04232;"Electronic unit, MEG-23; 230V";1
2006462;6;K02965;"Sealing ring; MA/E-25 u. 25-S";1
2006462;7;K02669;Axial ball bearing 51203;1
2006462;8;K04361;"Ball bearing; 6003 2RS C3 FT150";1
2006462;9;K02689;Cable vorkonfektioniert 230V 3x2,5mm² 7m lg.;1
2006462;10;K04172;"Oil; 80ml";1
2006462;11;K04886A;"Carbon brush; UX1 115V, 230V";2
2006462;12;KK200;Packing charges;1
2006463;1;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006463;2;KK001;Kleinteile;1
2006463;3;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2006463;4;K04110;"Geräteschalter MINI; ohne Drehzahlregelung";1
2006463;5;KK060;Arbeitseinheit Reparatur (= 30Min);3
2006464;1;K04696;"Extruderschweißgerät; MAK-65-B, 230 V, mN";1
2006464;2;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2006464;3;K03348;"Verbindungsleitung; WX2PBMu-WX2Mu , orange";1
2006464;4;K04232;"Elektronikeinheit; 230V, MEG-23";1
2006464;5;KK001;Kleinteile;1
2006464;6;K04172;"Öl; 80ml";1
2006464;7;K03701;"Axialrillenkugellager; 51305";1
2006464;8;K03702;"Rillenkugellager; 6005 2RS C3 FT150";1
2006464;9;K03068;"Druckhebel 2/1-1/R; MA/E-40 u. 60";1
2006464;10;K04513;"Düse; 50, MA/E-K-65, 5mm";1
2006464;11;K02125;"Kompressionsdüse; MA/E-60";1
2006464;12;KK060;Arbeitseinheit Reparatur (= 30Min);6
2006465;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2006465;2;KK001;Kleinteile;1
2006465;3;KK060;Arbeitseinheit Reparatur (= 30Min);1
2006466;1;K04688;"Extruderschweißgerät; MAK-40-B, 230 V, mN";1
2006466;2;KK001;Kleinteile;1
2006466;3;KK060;Arbeitseinheit Reparatur (= 30Min);2
2006467;1;K02782A;"Powerbox WX2PBMu, 230V; mit EMV-Filter";1
2006467;2;KK001;Kleinteile;1
2006467;3;KK060;Arbeitseinheit Reparatur (= 30Min);1
2006468;1;K04688;"Extruderschweißgerät; MAK-40-B, 230 V, mN";1
2006468;2;KK001;Kleinteile;1
2006468;3;K04663;"Blende; 15";1
2006468;4;K03701;"Axialrillenkugellager; 51305";1
2006468;5;K03702;"Rillenkugellager; 6005 2RS C3 FT150";1
2006468;6;K04172;"Öl; 80ml";1
2006468;7;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2006468;8;K03068;"Druckhebel 2/1-1/R; MA/E-40 u. 60";1
2006468;9;K04232;"Elektronikeinheit; 230V, MEG-23";1
2006468;10;K04234;"Heizung; Keramik, 2300W, 230V, MEG-23";1
2006468;11;KK060;Arbeitseinheit Reparatur (= 30Min);5
2006469;1;K03969BS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";1
2006469;2;KK060;Arbeitseinheit Reparatur (= 30Min);2
2006469;3;KK001;Kleinteile;1
2006469;4;KK200;Verpackungskosten;1
2006464;13;KK060;Arbeitseinheit Reparatur (= 30Min);1
2006470;1;K03969S4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";1
2006470;2;KK001;Kleinteile;1
2006470;3;K04318;"Komplett Heizung; 230 V / 2100 W";1
2006470;4;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2006470;5;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2006470;6;K07286;"Halter-Motorlüfter; MM, 30mm";2
2006470;7;K07287;"Runddichtring; 55  x 3";1
2006470;8;K07311;"Lüftereinheit Antrieb MM; vormontiert";1
2006470;9;K07292;"Axiallüfter; 40 x 40 x 28 MM";1
2006470;10;K06117;"Schweißschuh MM; 67.0120FF-32-20-M";1
2006470;11;K03890;"Antriebseinheit; 40 / 42 MM";1
2006470;12;KK24;"Umbausatz; MM, DL 4mm";1
2006470;13;KK060;Arbeitseinheit Reparatur (= 30Min);6
2006471;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006471;2;KK001;Kleinteile;1
2006471;3;K07286;"Halter-Motorlüfter; MM, 30mm";2
2006471;4;K07287;"Runddichtring; 55  x 3";1
2006471;5;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2006471;6;K07311;"Lüftereinheit Antrieb MM; vormontiert";1
2006471;7;K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";1
2006471;8;K05202;"Regler MM;  Reparatur";1
2006471;9;K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";1
2006471;10;KK23;"Umbausatz; MM, Doppelte Lagerung 3mm";1
2006471;11;KK060;Arbeitseinheit Reparatur (= 30Min);6
2006472;1;K04180C;"Portable Extruder Welding MM-Xtruder;120 V, mN";1
2006472;2;KK001;"Sundry supplies;";1
2006472;3;K03882B;Melting chamber MM;1
2006472;4;K05538;cutting head 18-9 MM;1
2006472;5;K05539;"wear sleeve;  MM";1
2006472;6;K07311;Fan for drive  MM;1
2006472;7;K04244;"Drive Unit, 120V; Preheating                MM";1
2006472;8;KK060;Unit of work (= 0.5h);4
2006459;17;KK060;Arbeitseinheit Reparatur (= 30Min);3
2006473;1;K04680;"Extruderschweißgerät; MAK-25, 230 V, mN";1
2006473;2;KK001;Kleinteile;1
2006473;3;K03749;"Verbindungsleitung 7,5m/orange; WX2PBMu-WX2Mu, Verlängerung";1
2006473;4;K07284;"Verschraubung; RQG-M, schwarz, AD13, M16x1,5";1
2006473;5;K03127;"Mutter; SM-M 16x1,5";1
2006473;6;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2006473;7;K02669;"Axialrillenkugellager; 51203";1
2006473;8;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2006473;9;K02965;"Dichtring; MA/E-25 u. 25-S";1
2006473;10;K04172;"Öl; 80ml";1
2006473;11;K02696;"Vorwärmdüse 20; MA/E-25 u. 25-S ,UkR,SkR, MAK18/25";1
2006473;12;KK060;Arbeitseinheit Reparatur (= 30Min);6
2006474;1;K03969A;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006474;2;KK001;Kleinteile;1
2006474;3;K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";1
2006474;4;KK060;Arbeitseinheit Reparatur (= 30Min);2
2006474;5;KK060;Arbeitseinheit Reparatur (= 30Min);3
2006474;6;K04110;"Geräteschalter MINI; ohne Drehzahlregelung";2
2006475;1;K04681;"Extruderschweißgerät; MEK-25, 230 V, mN";1
2006475;2;K04172;"Öl; 80ml";1
2006475;3;KK001;Kleinteile;1
2006475;4;K04318;"Komplett Heizung; 230 V / 2100 W";1
2006475;5;K04554;"Lufterhitzer - Gehäuse; MLE-23 und MLE-17";1
2006475;6;KK060;Arbeitseinheit Reparatur (= 30Min);3
2006475;7;K07277;"Halterung; MEK 18/25, K-RHP, MLE-oben";1
2006476;1;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";1
2006476;2;KK001;Kleinteile;1
2006476;3;K03960;"Nilos-Ring; 6003 Z AV                   MM";1
2006476;4;K05538;"Schneidkopf 18-9; MM";1
2006476;5;K05539;"Einzugshülse V; MM";1
2006476;6;K02669;"Axialrillenkugellager; 51203";1
2006476;7;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2006476;8;K04719;"Schaltgehäuse-Unterteil; Schwarz mit feiner Struktur MM";1
2006476;9;K04258;"Frontfolie; Tasten für Regler MM";1
2006476;10;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2006476;11;K07292;"Axiallüfter; 40 x 40 x 28 MM";2
2006476;12;KK060;Arbeitseinheit Reparatur (= 30Min);6
2006476;13;K04786;"Schaltgehäuse-Deckel; eloxiert, mN     MM";1
2006476;14;K04259;"Frontfolie Display; für Regler  MM";1
2006476;15;K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";1
2006477;1;K04676;"Extruderschweißgerät; MAK-18, 230 V, mN";1
2006477;2;KK001;Kleinteile;1
2006477;3;K04232;"Elektronikeinheit; 230V, MEG-23";1
2006477;4;KK060;Arbeitseinheit Reparatur (= 30Min);1
2006478;1;K05933;"Biegeprüfvorrichtung; MB-15";1
2006478;2;999000;Abholkosten via UPS in Aachen;1
2006478;3;KK001;Kleinteile;1
2006478;4;K03276;"Spiralverschraubung; BS-M 20x1,5";1
2006478;5;K06598;"Trapezgewindemutter TR10x2; MB-15";1
2006478;6;K06070;Energiekette Serie 03, Länge 130 mm;1
2006478;7;KK060;Arbeitseinheit Reparatur (= 30Min);4
2006478;8;KK099;Kalibrierung - Prüfgeräte;1
2006479;1;K03969CS4;"Extruderschweißg.  MM-Xtruder; 230 V, mN, 4mm";1
2006479;2;KK001;Kleinteile;1
2006479;3;K07311;"Lüftereinheit Antrieb MM; vormontiert";1
2006479;4;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";1
2006479;5;K04318;"Komplett Heizung; 230 V / 2100 W";1
2006479;6;K04737;"Gummi-Metall-Element; T-Flex Q4";4
2006479;7;K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";1
2006479;8;K03960;"Nilos-Ring; 6003 Z AV                   MM";1
2006479;9;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2006479;10;K02669;"Axialrillenkugellager; 51203";1
2006479;11;K05538;"Schneidkopf 18-9; MM";1
2006479;12;K05540;"Einzugshülse V; MM-4";1
2006479;13;K07292;"Axiallüfter; 40 x 40 x 28 MM";1
2006479;14;KK060;Arbeitseinheit Reparatur (= 30Min);3
2006479;15;KK060;Arbeitseinheit Reparatur (= 30Min);2
2006480;1;K04676A;"Extruderschweißgerät; MAK-18, 230 V, mN, dGr";1
2006480;2;KK001;Kleinteile;1
2006480;3;K04785;"Kabelklammer, Polyethylen; Größe 4";1
2006480;4;K04232;"Elektronikeinheit; 230V, MEG-23";1
2006480;5;K02696;"Vorwärmdüse 20; MA/E-25 u. 25-S ,UkR,SkR, MAK18/25";1
2006480;6;K03035;"Sicherungsring; H 16";1
2006480;7;K02669;"Axialrillenkugellager; 51203";1
2006480;8;K04361;"Rillenkugellager; 6003 2RS C3 FT150";1
2006480;9;K02965;"Dichtring; MA/E-25 u. 25-S";1
2006480;10;K07276;"Halterung; MAK 18/25, K-RHP, MEG-oben";1
2006480;11;K02689;"Kabel vorkonfektioniert; 230V 3x2,5mm² 7m lg.";1
2006480;12;K03831;"Rillenkugellager; 6000 BRS";1
