Bauteil,Menge,Cluster,Frequenz,Jahr
"K04689 (Extruderschweißgerät; MEK-40-B, 230 V, mN)",0.0,1,niedrig (< 12),2018
"K03906 (Berührschutz, Vorwärmung; Spritzgussteil   MM)",4.0,1,niedrig (< 12),2018
"K04083 (Halterung; für Deponiegriff, Körper groß)",0.0,1,niedrig (< 12),2018
K04198 (Griffschale; MEG-23 / MEG-17),20.0,2,"mittel (>12, <182)",2018
K06627 (Sicherungshalter),0.0,1,niedrig (< 12),2018
K06476 (BG Spannungsmesser / CWE26/ASSY),0.0,1,niedrig (< 12),2018
K06459 (Klemmenblock / CWE147),0.0,1,niedrig (< 12),2018
"K05624 (Feinsicherung, 2,0A , mittelträge)",0.0,1,niedrig (< 12),2018
K04816 (Knob  pointer; red),2.0,1,niedrig (< 12),2018
K05163 (Sleeve 401383),0.0,1,niedrig (< 12),2018
"K02431 (Overload protection switch; 8,5A)",0.0,1,niedrig (< 12),2018
K02073 (Solid State Relais; G3NE-210T 12 VDC),1.0,1,niedrig (< 12),2018
"K00301 (Kohlebürste, 230 Volt)",10.0,1,niedrig (< 12),2018
K00687 (Lufttemperaturfühler; UK UKR U5R U7R U8R (A)),5.0,1,niedrig (< 12),2018
"K00725 (Luftanschluß; Winkel Einschraubst. 1/4""/10)",0.0,1,niedrig (< 12),2018
K02877 (BG Heizkeil 800 Watt komplett; Wedge IT / CW125/800C),0.0,1,niedrig (< 12),2018
"K04362 (Sicherungsring; I   38 x 1,5)",5.0,1,niedrig (< 12),2018
K04450 (Verschlußglied; für Rollenkette),4.0,1,niedrig (< 12),2018
"K04457 (Schweißschuh MM, 67.01xx, m Halter,  Ø32 x Ø20 x 36 mm unbearb.)",1.0,1,niedrig (< 12),2018
"K04650 (Antriebskette, links, 8x3)",2.0,1,niedrig (< 12),2018
"K04651 (Antriebskette, rechts, 8x3)",2.0,1,niedrig (< 12),2018
K04173 (Ölwechsel-SET; UX1 + WX2Mu),2.0,1,niedrig (< 12),2018
"K03948 (Kohlehaltermodul R+L; BE 1020 , 0043)",1.0,1,niedrig (< 12),2018
"K04058 (Kohlebürste; Satz, BE 1020, 120V)",1.0,1,niedrig (< 12),2018
K06836 (Nilos-Ring),1.0,1,niedrig (< 12),2018
K05848 (Stopfen),2.0,1,niedrig (< 12),2018
"K05863 (Kabel vorkonfektioniert; 1² - 280mm, schwarz)",1.0,1,niedrig (< 12),2018
"K05864 (Kabel vorkonfektioniert; 1² - 280mm, braun)",1.0,1,niedrig (< 12),2018
"K05865 (Kabel vorkonfektioniert; 1² - 280mm, blau)",1.0,1,niedrig (< 12),2018
K05999 (Circlip A   17 x 1),10.0,1,niedrig (< 12),2018
K06953 (Sechskantschraube M6 x 16; Wedge It Multi),2.0,1,niedrig (< 12),2018
K05834 (Frequenzumrichter kompl.; FU27M),4.0,1,niedrig (< 12),2018
K05082 (Kugellager; 61803 2RSR),1.0,1,niedrig (< 12),2018
K05083 (Kugellager; 16001 2RSR),1.0,1,niedrig (< 12),2018
K05136 (Paßscheibe UX1; 901030),2.0,1,niedrig (< 12),2018
K05344 (Schweißschuh MM; 67.0107K-32-20-M),13.0,2,"mittel (>12, <182)",2018
K05345 (Schweißschuh MM; 67.0106K-32-20-M),2.0,1,niedrig (< 12),2018
K05552 (Heizkeilschweissmaschine Wedge It Multi; mit Datenaufzeichnung),3.0,1,niedrig (< 12),2018
K01313 (Schneckenrad komplett; U7R U8R (A) UD),1.0,1,niedrig (< 12),2018
K02795 (T-Griff; 338008  Innengewinde M8),1.0,1,niedrig (< 12),2018
K01156 (Federring; A  8),1.0,1,niedrig (< 12),2018
K00660 (Paßscheibe 20 x 28 x 2),1.0,1,niedrig (< 12),2018
K00664 (Verschraubung; PG 9),1.0,1,niedrig (< 12),2018
K00789 (Fettkammer; U7R U8R (A)),2.0,1,niedrig (< 12),2018
K03677 (Gleitlager mit Bund; MFM 0612-10),4.0,1,niedrig (< 12),2018
K03698 (Rillenkugellager; 61901 2RS1 SKF),4.0,1,niedrig (< 12),2018
"K03834 (Sicherungsring; JV40, 40x1,75)",2.0,1,niedrig (< 12),2018
"K03589 (Kugellagerausgleichscheibe; 19,3 x 25,8 x 0,3  KAS26)",1.0,1,niedrig (< 12),2018
K03583 (Sechskantmutter; M  4 - 8.8),1.0,1,niedrig (< 12),2018
K03608 (Softgriff),3.0,1,niedrig (< 12),2018
K03615 (Kabelbaum; FU),1.0,1,niedrig (< 12),2018
K03593 (Schirmklemmhülse),1.0,1,niedrig (< 12),2018
"K04452 (Schulterschraube; DIN 7379, M5, Z38 / 6x10)",2.0,1,niedrig (< 12),2018
"K04513 (Düse; 50, MA/E-K-65, 5mm)",5.0,1,niedrig (< 12),2018
"K04722 (Holder, motor fan, MM)",2.0,1,niedrig (< 12),2018
"K05189 (Luftleitscheibe; Antrieb DB, UX1)",1.0,1,niedrig (< 12),2018
K00736 (Obere Förderrolle m. Gleitlag.; U2 U4 U7R U8R (A) UD),1.0,1,niedrig (< 12),2018
K01019 (Lead wire 230 V UK UKR U5R U7R U8R E5 (A)),24.0,2,"mittel (>12, <182)",2018
"K01540 (Lead wire 230 V 3G1,5                  Pico)",12.0,2,"mittel (>12, <182)",2018
K00209 (Kohlebürste          115-220 V; 34301093),2.0,1,niedrig (< 12),2018
K00482 (Anschlussbügel komplett; 5611),1.0,1,niedrig (< 12),2018
K00483 (Handgriff grün; 5612),3.0,1,niedrig (< 12),2018
K00517 (Triac 25 A        120/230 Volt; 5693),1.0,1,niedrig (< 12),2018
K00615 (Untere Förderrolle; U2),1.0,1,niedrig (< 12),2018
K00625 (Passfeder; 5 x 5 x 14),1.0,1,niedrig (< 12),2018
K00650 (Gleitlager; 5 x 10 x 8                  UK),5.0,1,niedrig (< 12),2018
"K03161 (Aufkleber, selbstklebend; Massetemperatur / melt     D/E)",1.0,1,niedrig (< 12),2018
"K03163 (Aufkleber, selbstklebend; on / off                   D/E)",1.0,1,niedrig (< 12),2018
K02421 (motor speed transmitter compl. 801582),1.0,1,niedrig (< 12),2018
K02520 (Berührschutz; MA/E-40; MAK-48),8.0,1,niedrig (< 12),2018
K02685 (Casing w/ electronic parts complete MA/E-60),1.0,1,niedrig (< 12),2018
K04655 (Schaltgehäuse-Verbinder; H-Regler),2.0,1,niedrig (< 12),2018
"K05591COV (Extruderschweißg.  MM-Xtruder OV; 230 V, mN)",2.0,1,niedrig (< 12),2018
K07242 (Mantelthermoelement FeCuNi Typ J),2.0,1,niedrig (< 12),2018
"K07274 (Umbausatz; PB > PB-ROB, 0-5V)",2.0,1,niedrig (< 12),2018
K04717 (Eigenluftführung; 10°   MM),1.0,1,niedrig (< 12),2018
K05172 (Antiverdrall - Vorrichtung;),1.0,1,niedrig (< 12),2018
K00685 (Sicherungsring; A   16 x 1),2.0,1,niedrig (< 12),2018
K00354 (Kohlebürste; DK 10125),2.0,1,niedrig (< 12),2018
"K07169 (Kompressionsdüse; GMAEK, 8/375)",1.0,1,niedrig (< 12),2018
K03881 (Antriebsflansch; MM),1.0,1,niedrig (< 12),2018
"K04514 (Düse; 80, MA/E-K-58, 8mm)",2.0,1,niedrig (< 12),2018
"K06130 (Kompressionsdüse; GMAEK, 6/05)",2.0,1,niedrig (< 12),2018
K07008 (Flachkopfschraube ; M  5 x 20),4.0,1,niedrig (< 12),2018
K06044 (Heizspirale; 18x165                      MM),1.0,1,niedrig (< 12),2018
"K05152 (Verschlußschraube kompl.; R 1/8"", mit Magnet)",2.0,1,niedrig (< 12),2018
K02387 (Sicherungsring; AV30),1.0,1,niedrig (< 12),2018
K02388 (Paßfeder; A5 x 5 x 14 hart),1.0,1,niedrig (< 12),2018
K02391 (Bodenrad; EBM13),1.0,1,niedrig (< 12),2018
K02380 (Zylinderstift; 4m6 x 12 hart),1.0,1,niedrig (< 12),2018
"K02378 (Dichtring; 10x14x1,5 A)",1.0,1,niedrig (< 12),2018
K03360 (Verschraubung; RQG-P schwarz AD13 PG9),1.0,1,niedrig (< 12),2018
"K03705 (Blende; 20,5x20,5)",5.0,1,niedrig (< 12),2018
K03827 (Innensechskantschraube; M4 x 75-8.8),4.0,1,niedrig (< 12),2018
K02519 (Paßscheibe-f.Seege.; 30 x 42 x 1),5.0,1,niedrig (< 12),2018
K02593 (Lufttemperaturregler; E5CN-R2MT-500 AC100-240),4.0,1,niedrig (< 12),2018
"K05759 (Haltewinkel f.Schaltgehäuse; UKRA, BE 1100)",1.0,1,niedrig (< 12),2018
K06496 (Anschlussleitung / CWE12),1.0,1,niedrig (< 12),2018
"K06838 (Senkkopfschraube M3 x 6, TX10 ; Wedge It multi)",1.0,1,niedrig (< 12),2018
"K07276 (Halterung; MAK 18/25, K-RHP, MEG-oben)",91.0,2,"mittel (>12, <182)",2018
"K07286 (Halter-Motorlüfter; MM, 30mm)",301.0,3,hoch (> 182),2018
K07287 (Runddichtring; 55  x 3),162.0,2,"mittel (>12, <182)",2018
K05146 (Gear housing),2.0,1,niedrig (< 12),2018
"K05347 (Schweißschuh MM; 67.0120F-32-20-M (R15x1,9mm))",2.0,1,niedrig (< 12),2018
K05224 (Touch guard; MAK-32-S),1.0,1,niedrig (< 12),2018
"K03749 (Cable7,5m/orange; WX2PBMu-WX2Mu,Extension)",1.0,1,niedrig (< 12),2018
"K02280 (Schaltgehäuse-Unterteil; m.Drahtf.MA/E-60,40,25 230/400)",4.0,1,niedrig (< 12),2018
K00749 (Klemmschelle; UKR SKR U5R U7R U8R (A)),2.0,1,niedrig (< 12),2018
K00670 (Massetemperaturfühler; UK UKR U7R U8R (A)),1.0,1,niedrig (< 12),2018
K00680 (Federring; B 4),1.0,1,niedrig (< 12),2018
"K03421 (Schweißdrahtrollen-Abwickler; Einfach, für 3kg Spule)",1.0,1,niedrig (< 12),2018
K03335 (Massetemperaturregler 230 V KB; E5CN-Q2MT-500 AC100-240  UK),3.0,1,niedrig (< 12),2018
K02741 (Warmluftführung; 20°                      ME-25),1.0,1,niedrig (< 12),2018
K02879 (Temperaturfühler 90 Grad; Wedge IT / CWE11.1),1.0,1,niedrig (< 12),2018
K04386 (Berührschutz; MAK 18-S u. MEK 18-S),1.0,1,niedrig (< 12),2018
"K03930 (Potischalter; BE 1020 , 0024)",2.0,1,niedrig (< 12),2018
K05262 (Light guide),7.0,1,niedrig (< 12),2018
"K00663 (Druckfeder; 4,9 x 7,3 x 14,5)",1.0,1,niedrig (< 12),2018
K00673 (Bandbeheizung 230 V; UK UKR (A)),1.0,1,niedrig (< 12),2018
K00702 (Obere Förderrolle m. Gleitlag.; UK SK UKR SKR U5R (A)),3.0,1,niedrig (< 12),2018
K03606 (Schutzgitter),1.0,1,niedrig (< 12),2018
"K03353 (Membrantülle; 22x12,5x16x2,4x8)",1.0,1,niedrig (< 12),2018
"K03281 (Abstandsbolzen; M3 x 10, SW 6)",1.0,1,niedrig (< 12),2018
"K04202 (Eigenluftgebläse; MEG-23, 230 Volt)",1.0,1,niedrig (< 12),2018
K04425 (Halterung MEG; oben 18-S),1.0,1,niedrig (< 12),2018
K04200 (Warmlufthaube; MM-Xtruder          MAK18S;  MM),1.0,1,niedrig (< 12),2018
"K04674A (Portable Extruder Welding Gun; MEK-18-S, 230 V, mN)",1.0,1,niedrig (< 12),2018
K07311 (Lüftereinheit Antrieb MM; vormontiert),77.0,2,"mittel (>12, <182)",2018
K05752 (Flachkopfschraube M 4 x 6; R 1-45        U2),4.0,1,niedrig (< 12),2018
K07007 (Schweißschuh; 43.0135FITB-40-40 M),1.0,1,niedrig (< 12),2018
"K07284 (Verschraubung; RQG-M, schwarz, AD13, M16x1,5)",1.0,1,niedrig (< 12),2018
"K07291 (Linsenschraube; M4x8 -10.9 TX, ISO 7380)",2.0,1,niedrig (< 12),2018
K07292 (Axiallüfter; 40 x 40 x 28 MM),5.0,1,niedrig (< 12),2018
"K07307 (Display-Unit Multi, mit Datenaufzeichnung, Reparatur)",1.0,1,niedrig (< 12),2018
"K07310 (Flachkopfschraube; M4x8 -10.9 TX, GEFU)",5.0,1,niedrig (< 12),2018
K07314 (Lüftereinheit mit Luftfilter MM; vormontiert),49.0,2,"mittel (>12, <182)",2018
K05258 (Werkzeug-Set),2.0,1,niedrig (< 12),2018
K01489 (Mutter; PG 16),1.0,1,niedrig (< 12),2018
K02201 (Gewindestift; M  6 x 12 / CW245),12.0,2,"mittel (>12, <182)",2018
K02636 (Halterung; 45      MA/E-40B; MA60 B + D),3.0,1,niedrig (< 12),2018
K00970 (Schweißschuhhalter I; 40 mm),2.0,1,niedrig (< 12),2018
"K00460 (Heizelement 33 Triac-S,Diode-S; 230 Volt 2000 Watt)",1.0,1,niedrig (< 12),2018
K03279 (Reduzierung; MR-M 25/20),1.0,1,niedrig (< 12),2018
"K03278 (Mutter; SM-M 25x1,5)",1.0,1,niedrig (< 12),2018
"K03127 (Mutter; SM-M 16x1,5)",1.0,1,niedrig (< 12),2018
K02702B (Körper; MA/E-25 u. 25-S),1.0,1,niedrig (< 12),2018
K02964 (Stützring; MA/E-40-H u. 60-H),1.0,1,niedrig (< 12),2018
K04668 (Extruder screw 28                 MAE/K-65),1.0,1,niedrig (< 12),2018
K03898 (Vorwärmdüse 18 x 4; MM),1.0,1,niedrig (< 12),2018
K07312 (Lüftereinheit Regler MM; vormontiert),4.0,1,niedrig (< 12),2018
K05164 (Verbindungskabel kompl.;),12.0,2,"mittel (>12, <182)",2018
K05245 (Schweißschuh; 42.01.30F.ITB-40-40 M),1.0,1,niedrig (< 12),2018
"K05467 (Holder; P 12"")",1.0,1,niedrig (< 12),2018
K02414 (cap EBM13 200549),1.0,1,niedrig (< 12),2018
K02415 (Libelle; Durchm. 15mm),1.0,1,niedrig (< 12),2018
K02468 (Übergangsstück; GMA/E-50),1.0,1,niedrig (< 12),2018
K02474 (Granulattrichter; GMA/E-50),1.0,1,niedrig (< 12),2018
K02341 (Blindstopfen; EBM13),1.0,1,niedrig (< 12),2018
K00634 (Rändelschraube; M 4 x 30),1.0,1,niedrig (< 12),2018
K00646 (Druckhebel; UK SK UKR SKR U5R (A)),1.0,1,niedrig (< 12),2018
K00726 (Drahthalteschlaufe; TYP CN 9                SK SKR),1.0,1,niedrig (< 12),2018
"K01072 (Fördergehäuse, komplett; SKR UK UKR (A))",1.0,1,niedrig (< 12),2018
K02121 (Extruder screw 28                     MA/E-60),1.0,1,niedrig (< 12),2018
"K02688 (Kabel vorkonfektioniert; 400V 5x2,5mm² 7m lg.        MA)",1.0,1,niedrig (< 12),2018
"K02807 (Reihenklemme; AKZ 2,5)",1.0,1,niedrig (< 12),2018
K04213 (Vorwärmdüse 10 x 4; MM),1.0,1,niedrig (< 12),2018
K04153 (Transportkiste      MM-Xtruder; MM),1.0,1,niedrig (< 12),2018
"K07285 (Kabelverschraubung; STS, M16, 8-10)",1.0,1,niedrig (< 12),2018
"K07277 (Halterung; MEK 18/25, K-RHP, MLE-oben)",5.0,1,niedrig (< 12),2018
K03958 (Paßscheibe; 25 x 35 x 1                 MM),2.0,1,niedrig (< 12),2018
"K04382 (Vorwärmdüse 50 mm; 63 lang, A18)",1.0,1,niedrig (< 12),2018
"K04381 (Vorwärmdüse 35 mm; 63 lang, A18)",4.0,1,niedrig (< 12),2018
"K04244 (Drive Unit, 120V; Preheating                MM)",1.0,1,niedrig (< 12),2018
K06676 (Intermediate flange; for GMAK),1.0,1,niedrig (< 12),2018
K06402 (Getriebe; VPG1Mu),1.0,1,niedrig (< 12),2018
K06087 (Extruderschnecke; MM),1.0,1,niedrig (< 12),2018
K05827 (Extruderschnecke; GMAE/K - 35),1.0,1,niedrig (< 12),2018
K02540 (Eigenluftführung; 27                      MA-40),2.0,1,niedrig (< 12),2018
"K02034 (Drive unit B; Type EBM13SKe, D- Handle)",1.0,1,niedrig (< 12),2018
K00546 (Handgriff; M 14),1.0,1,niedrig (< 12),2018
"K04379 (Vorwärmdüse 18 mm; 64 lang, A18)",4.0,1,niedrig (< 12),2018
"K03912 (Linsenblechschraube; BE 1020 , 0005)",1.0,1,niedrig (< 12),2018
K04955 (Warmlufthaube D40/2),1.0,1,niedrig (< 12),2018
K05147 (Bodenrad; WX2/UX1),1.0,1,niedrig (< 12),2018
K05149 (Ritzelrad; WX2Mu/UX1),1.0,1,niedrig (< 12),2018
K02532 (Distance ring 25/5                   MA/E-60),1.0,1,niedrig (< 12),2018
"K02058 (Sechskantmutter; M  6, CW220)",4.0,1,niedrig (< 12),2018
K02941 (Handgriff; M 8            MA/E-25 u. 25-S),4.0,1,niedrig (< 12),2018
K03231 (Extruderverlängerung 115mm; MAK/E-25/18),1.0,1,niedrig (< 12),2018
K03594 (shielding braid),1.0,1,niedrig (< 12),2018
"K04665 (Kühlkörper; H - Regler, 37,5x34,5x16,5)",1.0,1,niedrig (< 12),2018
K04080 (Distanzring; 25/44/6      MAE/K-36/40/58/65),1.0,1,niedrig (< 12),2018
K06136 (Extruderschnecke; G16l),1.0,1,niedrig (< 12),2018
"K06684 (Ritzelwelle m. Rutschkupplung; BE 1100, 0011)",1.0,1,niedrig (< 12),2018
"K06683 (Getriebeflansch vollst.; BE 1100, 0013)",1.0,1,niedrig (< 12),2018
K05801 (Körper; GMAE/K - 50),1.0,1,niedrig (< 12),2018
"K05758 (Radialwellendichtring; BE 1100 , 0015)",1.0,1,niedrig (< 12),2018
K02590 (Schmelzkammer; MA/E-40),1.0,1,niedrig (< 12),2018
"K01057 (PVC Handgriff; Rot RAL 3000 18 x 2,5 x 30 lg)",2.0,1,niedrig (< 12),2018
K00489 (Wippschalter für Electron; 5626),2.0,1,niedrig (< 12),2018
"K01058 (PVC Handgriff; Rot RAL 3000 18 x 2,5 x 60 lg)",2.0,1,niedrig (< 12),2018
"K04182 (Paßscheibe; 17 x 24 x 1,5)",0.0,1,niedrig (< 12),2018
"K04183 (Kabelverschraubung M 16x1,5/1; 90° Winkel, KLICK-WM)",0.0,1,niedrig (< 12),2018
"K04204 (Scheibe; 24 x 1,5)",0.0,1,niedrig (< 12),2018
K04243 (Tube),0.0,1,niedrig (< 12),2018
K04428 (Halterung MLE; oben 18),0.0,1,niedrig (< 12),2018
K04061 (Netzwippschalter; C1553ATNAE),0.0,1,niedrig (< 12),2018
K04082 (Support ring MAE/K-36/58),0.0,1,niedrig (< 12),2018
"K05757 (Bohrspindel; BE 1100, 0003, genutet)",0.0,1,niedrig (< 12),2018
"K04552 (Lufterhitzer; MLE-23, 230 Volt)",0.0,1,niedrig (< 12),2018
"K05265 (Verschlussschraube PG 9; 514/09 Kunststoff, Kleinhuis)",0.0,1,niedrig (< 12),2018
K01252 (Mutter; PG 9),0.0,1,niedrig (< 12),2018
K02292 (Eigenluftführung; 21°                      MA-60),0.0,1,niedrig (< 12),2018
K00454 (Dichtung r 30 / 50x4; 5566/5866),0.0,1,niedrig (< 12),2018
"K00587 (Drahtführung; 8 X 1,5          U2 U4 U7R (A))",0.0,1,niedrig (< 12),2018
K03744 (Sechskantmutter; M  4),0.0,1,niedrig (< 12),2018
"K03236 (Schutzrohr 17,2 x 91,5; MA/E-25)",0.0,1,niedrig (< 12),2018
"K03248 (Schutzrohr 19,5 x 12,7; MA/E-25)",0.0,1,niedrig (< 12),2018
K03234 (Düse; 49 EV                  MA/E-25),0.0,1,niedrig (< 12),2018
"K04724 (Welding shoe MM, with holder ; dia 32  x 36 mm shaped)",0.0,1,niedrig (< 12),2018
K04990 (Lagerplatte),0.0,1,niedrig (< 12),2018
"K05090 (Schulterschraube; DIN 7379, M5, Z38 / 6x16)",0.0,1,niedrig (< 12),2018
K04319 (Heating complete; 120 V / 1600 W),0.0,1,niedrig (< 12),2018
K06663 (Lagerdeckel),0.0,1,niedrig (< 12),2018
K06738 (Prüfplakette - Kalibriert am-durch-),0.0,1,niedrig (< 12),2018
"K05749 (Stift, 6x20)",0.0,1,niedrig (< 12),2018
K05312 (Kulisse),0.0,1,niedrig (< 12),2018
K02322 (Heating element 33D-Triac/Diod; 230 Volt 2000 Watt),0.0,1,niedrig (< 12),2018
K00764 (Nozzle U5R (A)),0.0,1,niedrig (< 12),2018
K00766 (Extruder screw U5R (A)),0.0,1,niedrig (< 12),2018
K00770 (Hot air guide U5R U7R U8R),0.0,1,niedrig (< 12),2018
"K02840 (Druckfeder; 1,8x10,2x16,9x3,5 / D-233A)",0.0,1,niedrig (< 12),2018
K03630 (Skala),0.0,1,niedrig (< 12),2018
K03138 (PVC Tauchkappe schwarz; 40 x 3 x 45 lg / ca.70°Sh A),0.0,1,niedrig (< 12),2018
K04292 (Vorwärmdüse 12 x 4 / kurz; MM),0.0,1,niedrig (< 12),2018
K01085 (Drahtführung; 6 X 1                  U5R (A)),0.0,1,niedrig (< 12),2018
K03613 (Abdeckung LED),0.0,1,niedrig (< 12),2018
K04461 (Kraftmessdose; KM26),0.0,1,niedrig (< 12),2018
K04320 (Ausblasrohr         Vorwärmung; MM),0.0,1,niedrig (< 12),2018
"K06143 (Extruderkörper; MM, 4mm PP)",0.0,1,niedrig (< 12),2018
K05853 (Adapterplate; Pb 14),0.0,1,niedrig (< 12),2018
K00594 (Massetemperaturfühler; U2 U4 U5R (A)),0.0,1,niedrig (< 12),2018
K04830 (Extruder screw MAE/K-48/32/32-S),0.0,1,niedrig (< 12),2018
"K06669 (Senkschraube, M3x10, ISO 14581, A2, Torx)",0.0,1,niedrig (< 12),2018
K06892 (Arretierbolzen Keilposition / MM75.New),0.0,1,niedrig (< 12),2018
"K07139 (Überlappanschlag, Micro)",0.0,1,niedrig (< 12),2018
K06228 (Antriebsachse / MM68.04),0.0,1,niedrig (< 12),2018
"K06204 (Lager Antriebsachse, 688 2Z)",0.0,1,niedrig (< 12),2018
"K01564 (Satz Messer; Maß 40x12x1,5)",0.0,1,niedrig (< 12),2018
"K04487 (Electronic; Typ H, E-S-18.01, 230V)",0.0,1,niedrig (< 12),2018
K04906 (Körper; MAE/K-32),0.0,1,niedrig (< 12),2018
K05479 (Frontrahmen; LCD-Display),0.0,1,niedrig (< 12),2018
"K05210 (Transportkoffer, ARCAS 001 (MAK / MEK bis 32))",0.0,1,niedrig (< 12),2018
K02352 (Gewindestange; 15                     MA/E-60),0.0,1,niedrig (< 12),2018
K00992 (Schweißschuhhalter II; 40 mm),0.0,1,niedrig (< 12),2018
"K04942 (Kabel vorkonfektioniert; 1,5² - 7,5cm / schwarz)",0.0,1,niedrig (< 12),2018
K00649 (Obere Förderrolle; UK),0.0,1,niedrig (< 12),2018
K00719 (Netzanschlußklemme; KL 20/2 PA                  SK),0.0,1,niedrig (< 12),2018
K04670 (Abstandhalter; Linsenhalterung LED),0.0,1,niedrig (< 12),2018
"K03939 (Zwischenflansch; BE 1020 , 0033)",0.0,1,niedrig (< 12),2018
"K03934 (Kabelschelle; BE 1020 , 0028)",0.0,1,niedrig (< 12),2018
K05962 (Halteseil mit Öse),0.0,1,niedrig (< 12),2018
"K05849 (Schlüsselring, 9,8 mm)",0.0,1,niedrig (< 12),2018
K05346 (Schweißschuh MM; 67.0104K-32-20-M),0.0,1,niedrig (< 12),2018
K00543 (Zylinderschraube; M  6 x  20),0.0,1,niedrig (< 12),2018
K05081 (Kugellager; 6200 2RSR),0.0,1,niedrig (< 12),2018
K05018 (Antriebszahnrad; Antriebsrolle),0.0,1,niedrig (< 12),2018
K05020 (Antriebskettenrad),0.0,1,niedrig (< 12),2018
"K05057 (Deckel, Kettenkasten)",0.0,1,niedrig (< 12),2018
K05069 (Senkschraube; M  4 x   8),0.0,1,niedrig (< 12),2018
"K05098 (Klemmhebel, LNF5-8)",0.0,1,niedrig (< 12),2018
K05000 (Antriebszahnrad),0.0,1,niedrig (< 12),2018
"K04628 (Sicherungsscheibe, DIN 6799, Dm8)",0.0,1,niedrig (< 12),2018
"K04629 (Passfeder; DIN 6885, 5x5x20)",0.0,1,niedrig (< 12),2018
K04502 (Gleitlager mit Bund; GFM-0809-12),0.0,1,niedrig (< 12),2018
K04507 (Nadellager; NA 4901 2RSR),0.0,1,niedrig (< 12),2018
K04508 (Kugellager; 6301 2RSR),0.0,1,niedrig (< 12),2018
K04583 (Kugellager; 6001 2RSR),0.0,1,niedrig (< 12),2018
"K04626 (Paßscheibe; 12 x 18 x 0,5,   DIN 988)",0.0,1,niedrig (< 12),2018
"K06908 (Linsenkopfschraube; DIN 7380,M5x16,A2)",0.0,1,niedrig (< 12),2018
"K06940 (Gehäuseschale lackiert , mit Klemmkasten; wedge it multi)",0.0,1,niedrig (< 12),2018
K07051 (selbstklebender Antirutschbelag - verformbar; Wedge It multi),0.0,1,niedrig (< 12),2018
K06158 (Verschlußkappe; Verlängerung Verbindungsleitung Powerboxseite),0.0,1,niedrig (< 12),2018
K06086 (Verschlußkappe; Verlängerung Verbindungsleitung Extruderseite),0.0,1,niedrig (< 12),2018
K05295 (Nadelhülse;  HK 1010),0.0,1,niedrig (< 12),2018
"K05299 (Zugfeder; FST d=1,60 Fo = 7,56 / CW1027)",0.0,1,niedrig (< 12),2018
K05306 (Federndes Druckstück),0.0,1,niedrig (< 12),2018
K05491 (Zahnrad; Motor),0.0,1,niedrig (< 12),2018
"K05518 (Durchführungstülle, 3x5x8x1,5)",0.0,1,niedrig (< 12),2018
K05908 (Druckhebel;  Wedge It Multi),0.0,1,niedrig (< 12),2018
"K03361 (Mutter; SM-M 20x1,5)",0.0,1,niedrig (< 12),2018
K04427 (Halterung MEG; oben 18),0.0,1,niedrig (< 12),2018
K07381 (Heizspirale; 18x125  MM 110V 230W),0.0,1,niedrig (< 12),2018
"K07407 (Kabelverschraubung flexibel, Metall, M20x1,5)",0.0,1,niedrig (< 12),2018
"K05760 (Haltewinkel f.Schaltgehäuse; SKR,  BE 1100)",0.0,1,niedrig (< 12),2018
K02494 (Handgriff zu Eigenluftgebläse; Electron o. Elektronik),0.0,1,niedrig (< 12),2018
K02745 (Gummiring mit Nocken; für Triac S),0.0,1,niedrig (< 12),2018
"K01901 (Schweißschuh I, mit Halter; Rundschuh, D=20mm, zylindrisch)",0.0,1,niedrig (< 12),2018
K00648 (Passfeder; 2 x 2 x 12                  UK),0.0,1,niedrig (< 12),2018
K00681 (Distanzgummi; M4 x D10 x 15  UK / Fräse),0.0,1,niedrig (< 12),2018
"K00509 (Linsensenkkopfschr. M 3,5 x 8 mm;)",0.0,1,niedrig (< 12),2018
K04387 (Berührschutz; 18 u. 25 klein),0.0,1,niedrig (< 12),2018
"K04399 (Sicherungsscheibe, DIN 6799, Dm4)",0.0,1,niedrig (< 12),2018
"K04613 (Sechskantschraube; M  6 x  12 , DIN 933)",0.0,1,niedrig (< 12),2018
K04702 (Warmluftführung 58; Deponie),0.0,1,niedrig (< 12),2018
"K07028 (Rollenkette ,6x2,8  , ohne Verbindungsglieder; Wedge It micro)",0.0,1,niedrig (< 12),2018
"K07029 (Rollenkette ,6x2,8  , ohne Verbindungsglieder; Wedge It micro)",0.0,1,niedrig (< 12),2018
"K07027 (doppelt gekröpftes Kettenglied, 6x2,8; Wedge It micro)",0.0,1,niedrig (< 12),2018
"K07380 (Berührschutz, Vorwärmung, MM 2019)",0.0,1,niedrig (< 12),2018
"K06837 (Linsenkopfschraube M4 x 10, TX20 ; Wedge It multi)",0.0,1,niedrig (< 12),2018
"K05625 (Feinsicherung, 6,3A , mittelträge)",0.0,1,niedrig (< 12),2018
K06205 (Kettenschloss #12 / MM27),0.0,1,niedrig (< 12),2018
"K06295 (Heizpatrone Micro 110V, 550W / MME04)",0.0,1,niedrig (< 12),2018
K02204 (Schalter; 55636AVDE-SEV-U272),0.0,1,niedrig (< 12),2018
K03557 (Solid State Relais; G3NA-225B 5-24 VDC / CWE149),0.0,1,niedrig (< 12),2018
K02479 (Holder ER                      GMA-50),0.0,1,niedrig (< 12),2018
